scenario_id,class_name,fault_family,faulted_phases,fault_enabled,fault_type_code,class_repeat_index,split,seed,operating_domain_id,is_ood,fault_location_pu,fault_resistance_ohm,ground_resistance_ohm,fault_inception_angle_deg,fault_inception_s,fault_clearing_s,line_length_km,line_r1_multiplier,line_r0_multiplier,line_l1_multiplier,line_l0_multiplier,line_c1_multiplier,line_c0_multiplier,load_apparent_power_va,load_power_factor,source_short_circuit_mva,source_x_over_r,voltage_snr_db,current_snr_db,colored_noise_alpha,gain_error_std_pct,phase_error_std_deg,harmonic_thd_pct,adc_bits,sample_jitter_std_us,dropout_probability,ct_saturation_pu
stage4_004497,AB,LL,AB,1,4,497,test,20265403,17,0,0.118924024006806,5.10792030786324,0.188755450861034,75.7697500190221,0.0935078587971769,0.13866653286549,79.5495905921262,1.19226233622125,0.734255245690851,1.04932958634315,1.06462128771711,1.02328274424147,0.911861139600712,94264726.7858348,0.897530050780181,6224.99222307834,5.13593954407367,57.440430501622,42.2473184992551,0.545676734476121,0.0749400071718151,0.111538575747922,1.91420939492085,14,0.0413911654792507,9.89260091676379e-05,7.5263668906111
stage4_004534,AB,LL,AB,1,4,534,validation,20265440,14,0,0.252622258878135,0.132063358689434,0.0901382234249023,87.6904622566515,0.0940597436229931,0.141307193875903,103.958014842121,0.95709964464218,1.16539012237516,0.996599823404653,0.800433106135435,1.01256212874639,0.922196484082722,79996255.0281202,0.915158346686297,6094.55224308835,17.1847931123087,59.6763861551469,38.2196108143786,0.235010981411282,0.364865186240166,0.155045866305312,3.01986706418363,13,0.328711736869037,6.03781568360356e-05,6.38138291699375
stage4_005028,BC,LL,BC,1,5,28,train,20265934,8,0,0.431924452511081,0.178232555918004,24.4253552640269,261.499839062672,0.102106474030679,0.147107136854864,112.47863556946,0.879117494120678,1.47416682919599,1.03777977535662,0.801450496809443,1.04801708631235,0.974986633968708,76470933.632628,0.946901235275648,2340.56017752076,8.50052375872523,40.313561080705,40.5305929220255,0.136910122527274,0.376123870671144,0.0741359380879054,0.978472553287135,15,0.187876419133664,3.47440238600016e-05,7.64643832048266
stage4_002021,BG,LG,B,1,2,21,train,20262927,1,0,0.787184490886137,0.807389195932598,0.157522286666054,100.928939902127,0.0946726361065799,0.152256639279247,115.963205335704,1.30800584597899,1.33521429095585,1.04636656212901,1.11395087474988,1.03954989361366,0.969552492139403,81789159.9043296,0.900131310154833,8045.60328187174,11.6285265532555,40.2363693994793,41.7314214589349,0.520753434309322,0.0527318934945685,0.226712695361449,3.37051607241759,14,0.266478904391081,0.000169599875478468,8.10565977569555
stage4_002201,BG,LG,B,1,2,201,train,20263107,1,0,0.76404589529362,18.4616743981738,3.1168885291142,45.969021132575,0.0921281954228044,0.137520816073746,115.963205335704,1.30800584597899,1.33521429095585,1.04636656212901,1.11395087474988,1.03954989361366,0.969552492139403,81789159.9043296,0.900131310154833,8045.60328187174,11.6285265532555,40.2363693994793,41.7314214589349,0.520753434309322,0.0527318934945685,0.226712695361449,3.37051607241759,14,0.266478904391081,0.000169599875478468,8.10565977569555
stage4_005555,BC,LL,BC,1,5,555,validation,20266461,15,0,0.894798773596953,13.8093614836671,5.51477650531952,140.836117828356,0.0965201906402016,0.144578142522334,96.8958091964046,1.11310085780914,0.906847229302909,1.07604552700922,0.921051946627164,1.011815206098,0.867484248105144,137899578.054043,0.867209782433575,5758.02810855695,5.89071401982218,55.314272310457,45.2821934292831,0.411818985439469,0.370903040853492,0.205237116428943,2.16520325876901,15,0.169190401584769,8.33133289610821e-05,9.69319057532217
stage4_004418,AB,LL,AB,1,4,418,test,20265324,18,0,0.250060150093203,0.201084519196135,0.016682674871543,76.464370340795,0.0935400171454072,0.141698744544888,80.3426600342927,0.912506159694006,1.47547332656562,1.0179252411864,1.13606013275503,1.05473791233067,0.882397023535879,89183419.2823213,0.860788730448101,3650.88510449699,16.2662585728559,49.5708549416368,32.9971869928578,0.549749974540809,0.204208067729354,0.0693757383352592,2.35872441601425,14,0.0593870619557672,0.000196710185798545,8.86371902777574
stage4_001066,AG,LG,A,1,1,66,train,20261972,6,0,0.558773628357979,5.57895415906503,0.0773007813531505,239.85678622883,0.101104480843927,0.151185391404213,95.9103703141261,0.816602897630248,1.47128557122939,1.06821810444213,1.13076524856616,0.994861596229171,0.894178659041095,139077631.765327,0.945514984215437,2659.48737621496,17.4513738783992,40.4470944144513,44.0283610513878,0.670938600164914,0.435947076053974,0.246589897760841,2.81035999486025,16,0.481442178952331,7.93224929666855e-05,7.03250552169567
stage4_005224,BC,LL,BC,1,5,224,train,20266130,4,0,0.625040264821802,10.4392196518966,26.0533363692609,217.996833885749,0.100092446013229,0.153730252090564,87.2867298568091,1.00729763732092,1.28763011189939,1.0023474648649,1.09097094261305,1.04683667817888,0.965231232863121,100339307.19884,0.923621720778971,7736.21864913074,8.19150773253043,54.4394166057343,35.3147018394307,0.468026286376005,0.313545931764178,0.188714281202394,3.43170784395044,14,0.443089110811017,0.000182157427000477,7.6653856673914
stage4_006326,CA,LL,CA,1,6,326,train,20267232,6,0,0.637396509244357,25.3645067491241,51.5037000386714,109.995271494054,0.0950923736802803,0.142826991489782,95.9103703141261,0.816602897630248,1.47128557122939,1.06821810444213,1.13076524856616,0.994861596229171,0.894178659041095,139077631.765327,0.945514984215437,2659.48737621496,17.4513738783992,40.4470944144513,44.0283610513878,0.670938600164914,0.435947076053974,0.246589897760841,2.81035999486025,16,0.481442178952331,7.93224929666855e-05,7.03250552169567
stage4_000118,Healthy,none,,0,0,118,test,20261024,18,0,0.465906419761263,0.040781035094226,0.0396450799368214,231.663839853049,0.100725177770974,0.161834257195918,80.3426600342927,0.912506159694006,1.47547332656562,1.0179252411864,1.13606013275503,1.05473791233067,0.882397023535879,89183419.2823213,0.860788730448101,3650.88510449699,16.2662585728559,49.5708549416368,32.9971869928578,0.549749974540809,0.204208067729354,0.0693757383352592,2.35872441601425,14,0.0593870619557672,0.000196710185798545,8.86371902777574
stage4_000059,Healthy,none,,0,0,59,ood_test,20260965,19,1,0.128222346598183,0.53506410232877,74.6084896006241,208.232308029189,0.099640384630981,0.15805428863967,141.851195919692,1.20292261601424,1.20005110669821,1.02000347518972,0.864699790542695,1.00450639554323,0.918881217146964,172424185.659947,0.799551204809963,10012.1777863627,12.1465453937917,27.1992141052238,27.2649085959997,0.701395276429205,1.01462875733479,0.776523372556008,5.80893202215877,12,1.08810397881815,0.000521489033459084,2.22242591665013
stage4_001859,AG,LG,A,1,1,859,ood_test,20262765,19,1,0.0701451877238151,0.0272374591862031,0.0366506809346963,248.028005668664,0.101482778040216,0.166071964656506,141.851195919692,1.20292261601424,1.20005110669821,1.02000347518972,0.864699790542695,1.00450639554323,0.918881217146964,172424185.659947,0.799551204809963,10012.1777863627,12.1465453937917,27.1992141052238,27.2649085959997,0.701395276429205,1.01462875733479,0.776523372556008,5.80893202215877,12,1.08810397881815,0.000521489033459084,2.22242591665013
stage4_000663,Healthy,none,,0,0,663,train,20261569,3,0,0.298816503174151,64.2225359170923,0.0343456306985245,193.622359517515,0.0989639981258109,0.149616471659443,107.574207937944,1.19489447572208,1.43044839560677,1.06615040060045,0.860470814972089,1.01725108043979,0.93142472438459,89279951.4314101,0.874416501523147,8203.98236627242,11.3286163339209,39.837385890918,39.5915568676262,0.687458112987569,0.342224679706219,0.187666113654461,2.08645341808744,13,0.259983781001394,8.46894780742744e-05,5.88727877426489
stage4_004244,AB,LL,AB,1,4,244,train,20265150,4,0,0.403251216860536,1.46424703931278,0.0666160780156664,182.859821800105,0.0984657324907456,0.153586605922265,87.2867298568091,1.00729763732092,1.28763011189939,1.0023474648649,1.09097094261305,1.04683667817888,0.965231232863121,100339307.19884,0.923621720778971,7736.21864913074,8.19150773253043,54.4394166057343,35.3147018394307,0.468026286376005,0.313545931764178,0.188714281202394,3.43170784395044,14,0.443089110811017,0.000182157427000477,7.6653856673914
stage4_004074,AB,LL,AB,1,4,74,validation,20264980,14,0,0.840935456086545,0.0182440644371372,2.33336015620726,269.371740448532,0.102470913909654,0.148111683569291,103.958014842121,0.95709964464218,1.16539012237516,0.996599823404653,0.800433106135435,1.01256212874639,0.922196484082722,79996255.0281202,0.915158346686297,6094.55224308835,17.1847931123087,59.6763861551469,38.2196108143786,0.235010981411282,0.364865186240166,0.155045866305312,3.01986706418363,13,0.328711736869037,6.03781568360356e-05,6.38138291699375
stage4_006618,CA,LL,CA,1,6,618,test,20267524,18,0,0.708147088266933,15.333388656777,0.0660868141914097,46.7061005815557,0.0921623194713683,0.149373833449181,80.3426600342927,0.912506159694006,1.47547332656562,1.0179252411864,1.13606013275503,1.05473791233067,0.882397023535879,89183419.2823213,0.860788730448101,3650.88510449699,16.2662585728559,49.5708549416368,32.9971869928578,0.549749974540809,0.204208067729354,0.0693757383352592,2.35872441601425,14,0.0593870619557672,0.000196710185798545,8.86371902777574
stage4_000100,Healthy,none,,0,0,100,ood_test,20261006,20,1,0.0471617188214805,138.074456535277,9.4741665453017,251.380255694874,0.101637974800689,0.160868360066574,132.428105354302,1.1747813829271,1.33495709655005,1.00812623937527,1.02269746517061,0.999149439141608,0.967503593183633,81576554.8807719,0.888066735276838,1871.70530743293,10.8591117518057,32.8835685406173,29.2921976911409,0.901416392932413,1.13681550951861,0.95833005036308,4.02604193533187,12,1.10961820376829,0.000915190086034476,1.97302744350754
stage4_000958,Healthy,none,,0,0,958,test,20261864,18,0,0.674735895843628,4.64490659045866,1.3636825945006,266.71666729753,0.102347993856367,0.162564451582022,80.3426600342927,0.912506159694006,1.47547332656562,1.0179252411864,1.13606013275503,1.05473791233067,0.882397023535879,89183419.2823213,0.860788730448101,3650.88510449699,16.2662585728559,49.5708549416368,32.9971869928578,0.549749974540809,0.204208067729354,0.0693757383352592,2.35872441601425,14,0.0593870619557672,0.000196710185798545,8.86371902777574
stage4_005385,BC,LL,BC,1,5,385,train,20266291,5,0,0.512766123461184,0.0239474351198052,10.4578316115034,266.031973097105,0.102316295050792,0.14962133931336,101.819643915202,1.18818877330846,0.707646039355026,1.05022427504971,0.812106294507956,0.996898918306442,0.862407281123718,79496628.9518649,0.949252463438132,4399.8404977473,7.9186037752886,44.5114457172315,36.3737068096501,0.65106660543862,0.412200471194865,0.20896854111629,2.57087424041093,13,0.162856923562533,0.000199116691030241,6.32049012069499
stage4_001833,AG,LG,A,1,1,833,validation,20262739,13,0,0.102681326691582,0.0282716371996108,60.37837667732,43.1764523913055,0.0919989098329308,0.151805217475803,89.2375157836453,0.840983156936107,1.44223579908449,1.05378625325304,1.08193403789168,1.07516820473967,0.976904825699774,116582857.561485,0.891464143927205,8384.43279867354,5.06341692430802,57.7741265420597,33.3276717374438,0.675377504102278,0.133098907598712,0.181871779927012,2.30230352765455,14,0.344739552315464,0.000155037691421857,6.95096634689034
stage4_006812,CA,LL,CA,1,6,812,train,20267718,12,0,0.868709008778813,0.642916312356012,11.9730615164762,301.852506180367,0.103974653063906,0.157078508526151,73.7540513040863,0.846202854782818,1.13156112529124,1.02148886511567,0.80830798148878,1.03478663568483,0.907875896396458,89124145.7404734,0.873220109096008,8400.40935135215,5.50677167592301,53.1839150411843,45.2694650455668,0.0894598670691014,0.332085656392277,0.186903579140239,2.39477004131263,15,0.313977906514393,4.96578774253103e-06,6.81692095527153
stage4_003130,CG,LG,C,1,3,130,train,20264036,10,0,0.19089175209493,0.0438115501313445,0.199343563747477,102.942720954046,0.0947658667108355,0.143252504761757,86.1559216405633,1.02543803342507,1.06655256427916,1.03146570281885,0.993452337002805,1.06181884791729,0.960110405424456,137503189.523287,0.875014035434659,6115.75883025712,15.0190113535087,58.5613028802235,53.2058004363052,0.398792752807712,0.437575811475252,0.078066639588137,1.31411063381008,14,0.446459309715849,0.000173368480110259,8.40522776698626
stage4_009782,CAG,LLG,CA,1,9,782,train,20270688,2,0,0.732974515898863,4.5485654715809,1.33993854871992,68.7986964040158,0.0931851248335192,0.1491918456888,127.447501138758,0.935688344020874,0.738540995867129,1.05529983239185,0.819887122243454,1.02074100938087,0.868255022946682,104512137.610839,0.945139019011809,2879.16455020136,16.6907965024099,57.7299145889574,35.5821188216627,0.0602209034265869,0.106358125233625,0.0183343292404291,3.02505195961477,13,0.274009792431891,3.76385921030294e-05,7.38101118771368
stage4_010612,ABC,LLL,ABC,1,10,612,train,20271518,12,0,0.470868545736516,0.0820444580923768,14.2623259946944,173.42484875177,0.0980289281829523,0.146743669013839,73.7540513040863,0.846202854782818,1.13156112529124,1.02148886511567,0.80830798148878,1.03478663568483,0.907875896396458,89124145.7404734,0.873220109096008,8400.40935135215,5.50677167592301,53.1839150411843,45.2694650455668,0.0894598670691014,0.332085656392277,0.186903579140239,2.39477004131263,15,0.313977906514393,4.96578774253103e-06,6.81692095527153
stage4_008493,BCG,LLG,BC,1,8,493,validation,20269399,13,0,0.383612667922523,0.0565663603544793,1.81962235338704,110.162660481992,0.0951001231704626,0.142180545103636,89.2375157836453,0.840983156936107,1.44223579908449,1.05378625325304,1.08193403789168,1.07516820473967,0.976904825699774,116582857.561485,0.891464143927205,8384.43279867354,5.06341692430802,57.7741265420597,33.3276717374438,0.675377504102278,0.133098907598712,0.181871779927012,2.30230352765455,14,0.344739552315464,0.000155037691421857,6.95096634689034
stage4_004186,AB,LL,AB,1,4,186,train,20265092,6,0,0.42250533705463,0.0538633683301413,0.116228673129104,17.5635929462441,0.0908131293030669,0.150474897491474,95.9103703141261,0.816602897630248,1.47128557122939,1.06821810444213,1.13076524856616,0.994861596229171,0.894178659041095,139077631.765327,0.945514984215437,2659.48737621496,17.4513738783992,40.4470944144513,44.0283610513878,0.670938600164914,0.435947076053974,0.246589897760841,2.81035999486025,16,0.481442178952331,7.93224929666855e-05,7.03250552169567
stage4_008055,BCG,LLG,BC,1,8,55,validation,20268961,15,0,0.646292803112087,27.3329022815444,0.190766729179695,301.3837872376,0.103952953112852,0.166532358235248,96.8958091964046,1.11310085780914,0.906847229302909,1.07604552700922,0.921051946627164,1.011815206098,0.867484248105144,137899578.054043,0.867209782433575,5758.02810855695,5.89071401982218,55.314272310457,45.2821934292831,0.411818985439469,0.370903040853492,0.205237116428943,2.16520325876901,15,0.169190401584769,8.33133289610821e-05,9.69319057532217
stage4_004413,AB,LL,AB,1,4,413,validation,20265319,13,0,0.931332354093647,0.0121292522210876,0.107889936327269,344.521254967287,0.105950058100337,0.160156170532698,89.2375157836453,0.840983156936107,1.44223579908449,1.05378625325304,1.08193403789168,1.07516820473967,0.976904825699774,116582857.561485,0.891464143927205,8384.43279867354,5.06341692430802,57.7741265420597,33.3276717374438,0.675377504102278,0.133098907598712,0.181871779927012,2.30230352765455,14,0.344739552315464,0.000155037691421857,6.95096634689034
stage4_001156,AG,LG,A,1,1,156,test,20262062,16,0,0.784130542996007,0.216461877993982,0.633161162834928,170.588453489761,0.0978976135874889,0.152728787822083,87.1114686633793,0.876428729646541,1.14722706525248,1.04819865122921,0.875754654005083,1.05904619290972,0.85094334863221,131643146.471437,0.954745121442024,2757.57557731502,9.23777108586998,59.9324927205971,52.6749702425416,0.249803142186866,0.472360846721123,0.0131841788068467,3.00863470911093,13,0.177493118657105,0.000152687312641952,9.08613771491903
stage4_007653,ABG,LLG,AB,1,7,653,validation,20268559,13,0,0.19315766277637,60.2313695379544,0.329978588004142,163.815758040533,0.0975840628722469,0.159784394009976,89.2375157836453,0.840983156936107,1.44223579908449,1.05378625325304,1.08193403789168,1.07516820473967,0.976904825699774,116582857.561485,0.891464143927205,8384.43279867354,5.06341692430802,57.7741265420597,33.3276717374438,0.675377504102278,0.133098907598712,0.181871779927012,2.30230352765455,14,0.344739552315464,0.000155037691421857,6.95096634689034
stage4_010787,ABC,LLL,ABC,1,10,787,train,20271693,7,0,0.722212459971924,3.66571549272813,1.31134820066413,249.758977853252,0.101562915641354,0.154908515847289,98.600403031969,0.918096680436938,0.836745669667605,1.00572106709999,0.954001378903343,1.0572703565517,0.894681847643843,122971459.570941,0.930669861282088,8906.93646427497,6.25737252101863,41.2653085927596,42.2750233142841,0.394710695336103,0.486957588860741,0.191735849576086,3.71704560375556,16,0.32046074659151,2.64536885573564e-05,4.38431473435501
stage4_005089,BC,LL,BC,1,5,89,train,20265995,9,0,0.219099407742513,0.761769538388453,1.83670265885121,19.6567538201587,0.0909100348990814,0.148978903456172,94.5102892469635,1.28709174721172,1.22420067026554,1.03150803920375,0.933553731751178,1.06495764739652,0.923918640552898,147482507.526887,0.8626530305202,4258.01323465634,18.594229516414,41.1988944523048,45.1556042878493,0.448700765579275,0.406454617911247,0.136989180391548,0.527974931013321,15,0.0793242230666917,1.25919742235112e-05,9.24900530569959
stage4_010913,ABC,LLL,ABC,1,10,913,validation,20271819,13,0,0.8992388943433,1.20130958279276,0.235811124674026,77.5185741530124,0.0935888228774543,0.156294425417085,89.2375157836453,0.840983156936107,1.44223579908449,1.05378625325304,1.08193403789168,1.07516820473967,0.976904825699774,116582857.561485,0.891464143927205,8384.43279867354,5.06341692430802,57.7741265420597,33.3276717374438,0.675377504102278,0.133098907598712,0.181871779927012,2.30230352765455,14,0.344739552315464,0.000155037691421857,6.95096634689034
stage4_003696,CG,LG,C,1,3,696,test,20264602,16,0,0.96225681078769,0.261925687377602,0.159828397948613,62.0653597270295,0.0928733962836588,0.146627299893286,87.1114686633793,0.876428729646541,1.14722706525248,1.04819865122921,0.875754654005083,1.05904619290972,0.85094334863221,131643146.471437,0.954745121442024,2757.57557731502,9.23777108586998,59.9324927205971,52.6749702425416,0.249803142186866,0.472360846721123,0.0131841788068467,3.00863470911093,13,0.177493118657105,0.000152687312641952,9.08613771491903
stage4_003086,CG,LG,C,1,3,86,train,20263992,6,0,0.0603550662763047,4.16571468748809,72.6435156989191,338.586693448301,0.105675309881866,0.151906433126323,95.9103703141261,0.816602897630248,1.47128557122939,1.06821810444213,1.13076524856616,0.994861596229171,0.894178659041095,139077631.765327,0.945514984215437,2659.48737621496,17.4513738783992,40.4470944144513,44.0283610513878,0.670938600164914,0.435947076053974,0.246589897760841,2.81035999486025,16,0.481442178952331,7.93224929666855e-05,7.03250552169567
stage4_004651,AB,LL,AB,1,4,651,train,20265557,11,0,0.370426255980713,0.0191600028507765,0.42698169297642,220.475668998895,0.100207206898097,0.153366464290467,98.2771801621459,1.19380978189084,1.26415119350586,1.06937960217432,0.970948801483501,1.00243243652869,0.870767158294562,60987896.3632559,0.921189039098736,7544.79583152968,19.1398355159134,45.5221925640084,43.6671066828508,0.624592874598966,0.451075813049514,0.169024297192069,0.656608977896648,16,0.295863201740338,4.4217779729841e-05,6.58668700449362
stage4_000006,Healthy,none,,0,0,6,train,20260912,6,0,0.914337513924684,90.3315453931379,32.6043079918317,142.134263656981,0.0965802899841195,0.145193530221707,95.9103703141261,0.816602897630248,1.47128557122939,1.06821810444213,1.13076524856616,0.994861596229171,0.894178659041095,139077631.765327,0.945514984215437,2659.48737621496,17.4513738783992,40.4470944144513,44.0283610513878,0.670938600164914,0.435947076053974,0.246589897760841,2.81035999486025,16,0.481442178952331,7.93224929666855e-05,7.03250552169567
stage4_010549,ABC,LLL,ABC,1,10,549,train,20271455,9,0,0.432229789935027,7.16237301919264,3.86862767960958,222.680258946012,0.100309271247501,0.165129832049219,94.5102892469635,1.28709174721172,1.22420067026554,1.03150803920375,0.933553731751178,1.06495764739652,0.923918640552898,147482507.526887,0.8626530305202,4258.01323465634,18.594229516414,41.1988944523048,45.1556042878493,0.448700765579275,0.406454617911247,0.136989180391548,0.527974931013321,15,0.0793242230666917,1.25919742235112e-05,9.24900530569959
stage4_007708,ABG,LLG,AB,1,7,708,train,20268614,8,0,0.743641955737612,0.61270616495974,59.4586865745958,353.795691180962,0.106379430147267,0.16577405091237,112.47863556946,0.879117494120678,1.47416682919599,1.03777977535662,0.801450496809443,1.04801708631235,0.974986633968708,76470933.632628,0.946901235275648,2340.56017752076,8.50052375872523,40.313561080705,40.5305929220255,0.136910122527274,0.376123870671144,0.0741359380879054,0.978472553287135,15,0.187876419133664,3.47440238600016e-05,7.64643832048266
